"","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"1157",37,"M","Netherlands","Yes","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","Yes","Some of them","Some of them","No","No","Don't know","No"
"1158",31,"M","United Kingdom","No","Yes","Yes","Never","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"1159",30,"M","United States","No","Yes","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"1160",51,"M","Singapore","No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No"
"1161",29,"M","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"1162",31,"M","United Kingdom","No","No","No","Never","100-500","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","Yes","Some of them","No","No","No","Yes","No"
"1163",31,"M","India","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"1164",26,"M","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"1165",46,"F","United States","No","No","Yes","Often","100-500","Yes","No","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"1166",32,"M","United States","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No"
"1167",29,"M","United States","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1168",34,"M","Poland","No","No","No","Never","More than 1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No"
"1169",26,"M","Colombia","No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","Yes","No"
"1170",32,"F","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"1171",29,"M","United States","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","No"
"1172",30,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"1173",40,"F","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","Yes"
"1174",23,"M","United Kingdom","No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Yes","Yes","No","Yes"
"1175",20,"M","Georgia","No","No","No","Rarely","26-100","No","No","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","Maybe","No","No"
"1176",38,"M","United States","No","Yes","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","Yes"
"1177",26,"F","United States","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No"
"1178",29,"M","United States","No","No","No","Never","26-100","No","Yes","No","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","No","Yes"
"1179",40,"M","China","Yes","No","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"1180",25,"F","Bulgaria","No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","Maybe","No","No","No"
"1181",32,"F","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No"
"1182",38,"M","United States","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes"
"1183",72,"F","United States","No","Yes","Yes","Never","500-1000","Yes","No","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","No","Don't know","Yes"
"1184",35,"F","United States","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"1185",28,"F","United States","No","No","Yes","Often","6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
"1186",27,"F","United States","No","No","No","Never","100-500","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"1187",56,"F","United States","Yes","No","No","Rarely","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
"1188",38,"M","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"1189",31,"F","Belgium","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"1190",40,"M","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","No","Yes","No"
"1191",44,"M","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"1192",34,"M","Canada","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"1193",37,"M","United Kingdom","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Yes","Don't know","No"
"1194",38,"M","Italy","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Some of them","Yes","Yes","Maybe","No","No"
"1195",27,"M","Germany","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","No"
"1196",34,"F","Ireland","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","No","Yes","Don't know","Yes","Yes","Some of them","Some of them","No","No","Yes","No"
"1197",35,"F","Ireland","No","No","No","Rarely","1-5","No","Yes","Don't know","No","No","No","No","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"1198",34,"M","Ireland","No","No","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Yes","No","Maybe","No","No"
"1199",32,"M","United States","No","No","Yes","Often","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"1200",25,"M","Ireland","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"1201",28,"M","Australia","No","No","Yes","Often","100-500","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No"
"1202",28,"F","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","No","No","No","Yes"
"1203",31,"M","Brazil","Yes","No","Yes",NA,"1-5","No","Yes","No","Yes","No","No","No","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"1204",24,"M","United Kingdom","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No"
"1205",34,"M","Ireland","No","Yes","Yes","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"1206",32,"M","Ireland","No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"1207",34,"M","United Kingdom","No","Yes","No","Often","26-100","Yes","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
"1208",23,"M","United States","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","No","Very easy","Maybe","Maybe","Some of them","Yes","No","No","No","No"
"1209",33,"M","Czech Republic","No","Yes","No","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","Yes"
"1210",29,"M","Singapore","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No"
"1211",24,"M","Ireland","No","Yes","No",NA,"1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
"1212",45,"M","Ireland","No","No","No","Never","More than 1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","Yes","Some of them","No","No","No","Yes"
"1213",34,"F","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","No","Yes","No","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes"
"1214",31,"M","Philippines","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","Maybe","No","Yes"
"1215",33,"M","United States","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1216",28,"M","Netherlands","No","No","No",NA,"6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"1217",27,"M","United Kingdom","No","No","No","Rarely","More than 1000","Yes","No","Don't know","Not sure","No","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"1218",42,"M","Ireland","No","No","No","Never","26-100","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","Yes","Some of them","Some of them","No","No","No","No"
"1219",28,"M","Netherlands","No","No","No",NA,"6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"1220",38,"M","United States","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Don't know","No"
"1221",46,"M","United States","No","Yes","Yes","Often","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"1222",46,"M","United States","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","No"
"1223",41,"F","Netherlands","Yes","No","Yes","Rarely","1-5","Yes","Yes","Don't know","Yes","Don't know","Yes","No","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"1224",23,"M","United Kingdom","No","No","No","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","Yes"
"1225",24,"M","Ireland","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Yes","Yes"
"1226",23,"F","Ireland","No","No","Yes","Rarely","26-100","No","Yes","No","Yes","Yes","No","Don't know","Don't know","No","No","Yes","Some of them","No","Maybe","Don't know","No"
"1227",39,"M","Netherlands","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Yes","No"
"1228",32,"F","Ireland","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"1229",25,"M","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Yes","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"1230",39,"M","Greece","No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","No","Don't know","No"
"1231",23,"F","United Kingdom","No","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"1232",24,"M","United Kingdom","Yes","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes"
"1233",25,"M","United Kingdom","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"1234",23,"M","United Kingdom","No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"1235",24,"M","United Kingdom","No","No","Yes","Sometimes","6-25","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"1236",23,"M","Canada","No","No","Yes","Often","26-100","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Maybe","No","Yes","Some of them","No","No","Don't know","No"
"1237",60,"M","United States","No","No","Yes","Often","More than 1000","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"1238",28,"M","Ireland","No","No","No","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Don't know","Yes","Maybe","No","No","No","No","No","Yes"
"1239",28,"M","United States","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","Some of them","Yes","No","No","No","Yes"
"1240",30,"M","Netherlands","No","No","No","Sometimes","500-1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Yes","Don't know","No"
